Author;Title;Year;Journal;H_index;RefPerDoc
"Aksit, K; Kautz, J; Luebke, D";Slim near-eye display using pinhole aperture arrays;2015;APPLIED OPTICS;203;31,13
"Lin, QF; Rieser, J; Bodenheimer, B";Affordance Judgments in HMD-Based Virtual Environments: Stepping over a Pole and Stepping off a Ledge;2015;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Mehra, R; Rungta, A; Golas, A; Lin, M; Manocha, D";WAVE: Interactive Wave-based Sound Propagation for Virtual Environments;2015;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Jang, Y; Noh, ST; Chang, HJ; Kim, TK; Woo, W";3D Finger CAPE: Clicking Action and Position Estimation under Self-Occlusions in Egocentric Viewpoint;2015;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Chittaro, L; Buttussi, F";Assessing Knowledge Retention of an Immersive Serious Game vs. a Traditional Education Method in Aviation Safety;2015;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Kim, J; Chung, CYL; Nakamura, S; Palmisano, S; Khuu, SK";The Oculus Rift: a cost-effective tool for studying visual-vestibular interactions in self-motion perception;2015;FRONTIERS IN PSYCHOLOGY;133;64,70
"Hodgson, E; Bachmann, ER; Vincent, D; Zmuda, M; Waller, D; Calusdian, J";WeaVR: a self-contained and wearable immersive virtual environment simulation system;2015;BEHAVIOR RESEARCH METHODS;148;57,74
"Leyrer, M; Linkenauger, SA; Bulthoff, HH; Mohler, BJ";Eye Height Manipulations: A Possible Solution to Reduce Underestimation of Egocentric Distances in Head-Mounted Displays;2015;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Xu, X; Chen, KRB; Lin, JH; Radwin, RG";The accuracy of the Oculus Rift virtual reality head-mounted display during cervical spine mobility measurement;2015;JOURNAL OF BIOMECHANICS;208;38,16
"Grabowski, A; Jankowski, J";Virtual Reality-based pilot training for underground coal miners;2015;SAFETY SCIENCE;125;62,53
"Jankowski, J; Grabowski, A";Usability Evaluation of VR Interface for Mobile Robot Teleoperation;2015;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Kunz, BR; Creem-Regehr, SH; Thompson, WB";Testing the mechanisms underlying improved distance judgments in virtual environments;2015;PERCEPTION;94;39,72
"Livatino, S; De Paolis, LT; D'Agostino, M; Zocco, A; Agrimi, A; De Santis, A; Bruno, LV; Lapresa, M";Stereoscopic Visualization and 3-D Technologies in Medical Endoscopic Teleoperation;2015;IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS;304;22,70
"Mirzaei, MA; Merienne, F; Oliver, JH";New wireless connection between user and VE using speech processing;2014;VIRTUAL REALITY;51;59,84
"Okura, F; Kanbara, M; Yokoya, N";Aerial full spherical HDR imaging and display;2014;VIRTUAL REALITY;51;59,84
Chandler, DL;Tomorrow's Hospital How technology will be transforming both inpatient and at-home care;2014;IEEE PULSE;89;4,85
"Trojan, J; Diers, M; Fuchs, X; Bach, F; Bekrater-Bodmann, R; Foell, J; Kamping, S; Rance, M; Maass, H; Flor, H";An augmented reality home-training system based on the mirror training and imagery approach;2014;BEHAVIOR RESEARCH METHODS;148;57,74
"Freeman, D; Antley, A; Ehlers, A; Dunn, G; Thompson, C; Vorontsova, N; Garety, P; Kuipers, E; Glucksman, E; Slater, M";The Use of Immersive Virtual Reality (VR) to Predict the Occurrence 6 Months Later of Paranoid Thinking and Posttraumatic Stress Symptoms Assessed by Self-Report and Interviewer Methods: A Study of Individuals Who Have Been Physically Assaulted;2014;PSYCHOLOGICAL ASSESSMENT;150;53,35
"Lin, CJ; Woldegiorgis, BH; Caesaron, D";Distance estimation of near-field visual objects in stereoscopic displays;2014;JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY;54;24,72
"Morina, N; Brinkman, WP; Hartanto, D; Emmelkamp, PMG";Sense of presence and anxiety during virtual social interactions between a human and virtual humans;2014;PEERJ;83;61,25
"Grechkin, TY; Plumert, JM; Kearney, JK";Dynamic Affordances in Embodied Interactive Systems: The Role of Display and Mode of Locomotion;2014;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Gatica-Rojas, V; Mendez-Rebolledo, G";Virtual reality interface devices in the reorganization of neural networks in the brain of patients with neurological diseases;2014;NEURAL REGENERATION RESEARCH;50;41,90
"Li, HJ; Leung, KS; Nakane, T; Wong, MH";iview: an interactive WebGL visualizer for protein-ligand complex;2014;BMC BIOINFORMATICS;218;41,12
"Wroblewski, D; Francis, BA; Sadun, A; Vakili, G; Chopra, V";Testing of Visual Field with Virtual Reality Goggles in Manual and Visual Grasp Modes;2014;BIOMED RESEARCH INTERNATIONAL;147;43,09
"Heydrich, L; Dodds, TJ; Aspell, JE; Herbelin, B; Bulthoff, HH; Mohler, BJ; Blanke, O";Visual capture and the experience of having two bodies - evidence from two different virtual reality techniques;2013;FRONTIERS IN PSYCHOLOGY;133;64,70
"Lanman, D; Luebke, D";Near-Eye Light Field Displays;2013;ACM TRANSACTIONS ON GRAPHICS;221;59,22
"McBride, CM; Persky, S; Wagner, LK; Faith, MS; Ward, DS";Effects of providing personalized feedback of child's obesity risk on mothers' food choices using a virtual reality buffet;2013;INTERNATIONAL JOURNAL OF OBESITY;234;46,97
"Takahashi, K; Meilinger, T; Watanabe, K; Bulthoff, HH";Pshychological influences on distance estimation in a virtual reality environment;2013;FRONTIERS IN HUMAN NEUROSCIENCE;128;68,73
"Banakou, D; Groten, R; Slater, M";Illusory ownership of a virtual child body causes overestimation of object sizes and implicit attitude changes;2013;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;805;50,45
"Aburub, AS; Lamontagne, A";Altered steering strategies for goal-directed locomotion in stroke;2013;JOURNAL OF NEUROENGINEERING AND REHABILITATION;102;57,54
"Pasqualini, I; Llobera, J; Blanke, O";"Seeing and ""feeling"" architecture: how bodily self-consciousness alters architectonic experience and affects the perception of interiors";2013;FRONTIERS IN PSYCHOLOGY;133;64,70
"Bruder, G; Steinicke, F; Bolte, B; Wieland, P; Frenz, H; Lappe, M";Exploiting perceptual limitations and illusions to support walking through virtual environments in confined physical spaces;2013;DISPLAYS;59;48,71
"Laha, B; Bowman, DA; Schiffbauer, JD";Validation of the MR Simulation Approach for Evaluating the Effects of Immersion on Visual Analysis of Volume Data;2013;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Piryankova, IV; de la Rosa, S; Kloos, U; Bulthoff, HH; Mohler, BJ";Egocentric distance perception in large screen immersive displays;2013;DISPLAYS;59;48,71
"Wright, WG; Agah, MR; Darvish, K; Keshner, EA";Head Stabilization Shows Visual and Inertial Dependence During Passive Stimulation: Implications for Virtual Rehabilitation;2013;IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING;148;43,77
"Regia-Corte, T; Marchal, M; Cirio, G; Lecuyer, A";Perceiving affordances in virtual reality: influence of person and environmental properties in perception of standing on virtual grounds;2013;VIRTUAL REALITY;51;59,84
"Llobera, J; Gonzalez-Franco, M; Perez-Marcos, D; Valls-Sole, J; Slater, M; Sanchez-Vives, MV";Virtual reality for assessment of patients suffering chronic pain: a case study;2013;EXPERIMENTAL BRAIN RESEARCH;177;57,70
"Garcia, AS; Olivas, A; Molina, JP; Martinez, J; Gonzalez, P; Martinez, D";An Evaluation of Targeting Accuracy in Immersive First-Person Shooters Comparing Different Tracking Approaches and Mapping Models;2013;JOURNAL OF UNIVERSAL COMPUTER SCIENCE;54;37,95
"Kilteni, K; Normand, JM; Sanchez-Vives, MV; Slater, M";Extending Body Space in Immersive Virtual Reality: A Very Long Arm Illusion;2012;PLOS ONE;367;48,10
"Petkov, K; Papadopoulos, C; Zhang, M; Kaufman, AE; Gu, XD";Interactive Visibility Retargeting in VR Using Conformal Visualization;2012;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Troger, C; Ewald, H; Glotzbach, E; Pauli, P; Muhlberger, A";Does pre-exposure inhibit fear context conditioning? A Virtual Reality Study;2012;JOURNAL OF NEURAL TRANSMISSION;116;64,59
"Campos, JL; Butler, JS; Bulthoff, HH";Multisensory integration in the estimation of walked distances;2012;EXPERIMENTAL BRAIN RESEARCH;177;57,70
"Kellner, F; Bolte, B; Bruder, G; Rautenberg, U; Steinicke, F; Lappe, M; Koch, R";Geometric Calibration of Head-Mounted Displays and its Effects on Distance Estimation;2012;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Kastanis, I; Slater, M";Reinforcement Learning Utilizes Proxemics: An Avatar Learns to Manipulate the Position of People in Immersive Virtual Reality;2012;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Kang, HK; Kim, Y; Chung, Y; Hwang, S";Effects of treadmill training with optic flow on balance and gait in individuals following stroke: randomized controlled trials;2012;CLINICAL REHABILITATION;114;31,80
"Arias, P; Robles-Garcia, V; Sanmartin, G; Flores, J; Cudeiro, J";Virtual Reality as a Tool for Evaluation of Repetitive Rhythmic Movements in the Elderly and Parkinson's Disease Patients;2012;PLOS ONE;367;48,10
"Burwell, C; Jarvis, C; Tansey, K";The potential for using 3D visualization for data exploration, error correction and analysis of LiDAR point clouds;2012;REMOTE SENSING LETTERS;47;20,64
"Gordon, NS; Merchant, J; Zanbaka, C; Hodges, LF; Goolkasian, P";Interactive gaming reduces experimental pain with or without a head mounted display;2011;COMPUTERS IN HUMAN BEHAVIOR;203;76,61
"Dodds, TJ; Mohler, BJ; Bulthoff, HH";Talk to the Virtual Hands: Self-Animated Avatars Improve Communication in Head-Mounted Display Virtual Environments;2011;PLOS ONE;367;48,10
"Magdalon, EC; Michaelsen, SM; Quevedo, AA; Levin, MF";Comparison of grasping movements made by healthy subjects in a 3-dimensional immersive virtual versus physical environment;2011;ACTA PSYCHOLOGICA;103;59,89
"Steinicke, F; Bruder, G; Hinrichs, K; Willemsen, P";Change Blindness Phenomena for Virtual Reality Display Systems;2011;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Gilson, SJ; Fitzgibbon, AW; Glennerster, A";An automated calibration method for non-see-through head mounted displays;2011;JOURNAL OF NEUROSCIENCE METHODS;160;59,80
"Steinicke, F; Bruder, G; Kuhl, S; Willemsen, P; Lappe, M; Hinrichs, KH";Natural Perspective Projections for Head-Mounted Displays;2011;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Subramanian, SK; Levin, MF";Viewing medium affects arm motor performance in 3D virtual environments;2011;JOURNAL OF NEUROENGINEERING AND REHABILITATION;102;57,54
"Yussof, H; Capi, G; Nasu, Y; Yamano, M; Ohka, M";A CORBA-Based Control Architecture for Real-Time Teleoperation Tasks in a Developmental Humanoid Robot;2011;INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS;51;34,52
"Yavrucuk, I; Kubali, E; Tarimci, O";A Low Cost Flight Simulator Using Virtual Reality Tools;2011;IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE;63;30,26
"Normand, JM; Giannopoulos, E; Spanlang, B; Slater, M";Multisensory Stimulation Can Induce an Illusion of Larger Belly Size in Immersive Virtual Reality;2011;PLOS ONE;367;48,10
"Juan, MC; Calatrava, J";An Augmented Reality System for the Treatment of Phobia to Small Animals Viewed Via an Optical See-Through HMD: Comparison With a Similar System Viewed Via a Video See-Through HMD;2011;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Dahlquist, LM; Weiss, KE; Law, EF; Sil, S; Herbert, LJ; Horn, SB; Wohlheiter, K; Ackerman, CS";Effects of Videogame Distraction and a Virtual Reality Type Head-Mounted Display Helmet on Cold Pressor Pain in Young Elementary School-Aged Children;2010;JOURNAL OF PEDIATRIC PSYCHOLOGY;127;33,34
"Jota, R; de Araujo, BR; Bruno, LC; Pereira, JM; Jorge, JA";IMMIView: a multi-user solution for design review in real-time;2010;JOURNAL OF REAL-TIME IMAGE PROCESSING;36;37,47
"Durgin, FH; Li, Z";Controlled interaction: Strategies for using virtual reality to study perception;2010;BEHAVIOR RESEARCH METHODS;148;57,74
"Manders, C; Farbiz, F; Yin, TK; Yuan, ML; Guan, CG";A gesture control system for intuitive 3D interaction with virtual objects;2010;COMPUTER ANIMATION AND VIRTUAL WORLDS;50;31,56
"Shen, Y; Ong, SK; Nee, AYC";Augmented reality for collaborative product design and development;2010;DESIGN STUDIES;98;71,58
"Kim, K; Kim, SI; Cha, KR; Park, J; Rosenthal, MZ; Kim, JJ; Han, K; Kim, IY; Kim, CH";Development of a computer-based behavioral assessment of checking behavior in obsessive-compulsive disorder;2010;COMPREHENSIVE PSYCHIATRY;112;54,47
"Portales, C; Lerma, JL; Navarro, S";Augmented reality and photogrammetry: A synergy to visualize physical and virtual city environments;2010;ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING;155;64,75
"Teramoto, W; Riecke, BE";Dynamic visual information facilitates object recognition from novel viewpoints;2010;JOURNAL OF VISION;120;60,91
"Livatino, S; Muscato, G; Privitera, F";Stereo Viewing and Virtual Reality Technologies in Mobile Robot Teleguide;2009;IEEE TRANSACTIONS ON ROBOTICS;168;35,30
"Markus, LA; Willems, KE; Maruna, CC; Schmitz, CL; Pellino, TA; Wish, JR; Faucher, LD; Schurr, MJ";Virtual reality: Feasibility of implementation in a regional burn center;2009;BURNS;108;30,27
"Ferrari, V; Megali, G; Troia, E; Pietrabissa, A; Mosca, F";A 3-D Mixed-Reality System for Stereoscopic Visualization of Medical Dataset;2009;IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING;210;37,55
"Kozulin, P; Ames, SL; McBrien, NA";Effects of a Head-Mounted Display on the Oculomotor System of Children;2009;OPTOMETRY AND VISION SCIENCE;102;25,03
"Dahlquist, LM; Weiss, KE; Clendaniel, LD; Law, EF; Ackerman, CS; McKenna, KD";Effects of Videogame Distraction using a Virtual Reality Type Head-Mounted Display Helmet on Cold Pressor Pain in Children;2009;JOURNAL OF PEDIATRIC PSYCHOLOGY;127;33,34
"Knaut, LA; Subramanian, SK; McFadyen, BJ; Bourbonnais, D; Levin, MF";Kinematics of Pointing Movements Made in a Virtual Versus a Physical 3-Dimensional Environment in Healthy and Stroke Subjects;2009;ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION;197;39,89
"Sarig-Bahat, H; Weiss, PL; Laufer, Y";Cervical Motion Assessment Using Virtual Reality;2009;SPINE;266;6,45
"Semeraro, F; Frisoli, A; Bergamasco, M; Cerchiari, EL";Virtual reality enhanced mannequin (VREM) that is well received by resuscitation experts;2009;RESUSCITATION;139;28,54
"Sousa Santos, B; Dias, P; Pimentel, A; Baggerman, JW; Ferreira, C; Silva, S; Madeira, J";Head-mounted display versus desktop for 3D navigation in virtual reality: a user study;2009;MULTIMEDIA TOOLS AND APPLICATIONS;80;45,20
"Vincent, DS; Sherstyuk, A; Burgess, L; Connolly, KK";Teaching Mass Casualty Triage Skills Using Immersive Three-dimensional Virtual Reality;2008;ACADEMIC EMERGENCY MEDICINE;130;24,94
"Aoki, H; Oman, CM; Buckland, DA; Natapoff, A";Desktop-VR system for preflight 3D navigation training;2008;ACTA ASTRONAUTICA;89;41,36
"David, Y; Efron, U";The image transceiver device: Studies of improved physical design;2008;SENSORS;196;48,16
"Myall, DJ; MacAskill, MR; Davidson, PR; Anderson, TJ; Jones, RD";Design of a modular and low-latency virtual-environment platform for applications in motor adaptation research, neurological disorders, and neurorehabilitation;2008;IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING;148;43,77
"Sharples, S; Cobb, S; Moody, A; Wilson, JR";Virtual reality induced symptoms and effects (VRISE): Comparison of head mounted display (HMD), desktop and projection display systems;2008;DISPLAYS;59;48,71
"Romero, G; Maroto, J; Felez, J; Cabanellas, JM; Martinez, ML; Carretero, A";Virtual reality applied to a full simulator of electrical sub-stations;2008;ELECTRIC POWER SYSTEMS RESEARCH;130;34,53
"Schneider, E; Jahn, K; Dieterich, M; Brandt, T; Strupp, M";Gait deviations induced by visual stimulation in roll;2008;EXPERIMENTAL BRAIN RESEARCH;177;57,70
"Mihalik, JP; Kohli, L; Whitton, MC";Do the physical characteristics of a virtual reality device contraindicate its use for balance assessment?;2008;JOURNAL OF SPORT REHABILITATION;54;30,48
"Pan, CX; Smith, S";3D Stereo Vision System Effectiveness for Engineering Design and Graphics Education;2008;COMPUTER APPLICATIONS IN ENGINEERING EDUCATION;32;40,76
"Seward, AE; Ashmead, DH; Bodenheimer, B";Using Virtual Environments to Assess Time-to-Contact Judgments from Pedestrian Viewpoints;2007;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Dahlquist, LM; McKenna, KD; Jones, KK; Dillinger, L; Weiss, KE; Ackerman, CS";Active and passive distraction using a head-mounted display helmet: Effects on cold pressor pain in children;2007;HEALTH PSYCHOLOGY;171;52,74
"Chandaria, J; Thomas, GA; Stricker, D";The MATRIS project: real-time markerless camera tracking for Augmented Reality and broadcast applications;2007;JOURNAL OF REAL-TIME IMAGE PROCESSING;36;37,47
"Sugita, N; Yoshizawa, M; Abe, M; Tanaka, A; Watanabe, T; Chiba, S; Yambe, T; Nitta, S";Evaluation of adaptation to visually induced motion sickness based on the maximum cross-correlation between pulse transmission time and heart rate;2007;JOURNAL OF NEUROENGINEERING AND REHABILITATION;102;57,54
"Williams, B; Narasimham, G; Westerman, C; Rieser, J; Bodenheimer, B";Functional Similarities in Spatial Representations Between Real and Virtual Environments;2007;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Ryu, J; Hashimoto, N; Sato, M; Soeda, M; Ohno, R";Application of human-scale immersive VR system for environmental design assessment - A proposal for an architectural design evaluation tool;2007;JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING;23;35,99
"Doerr, KU; Rademacher, H; Huesgen, S; Kubbat, W";Evaluation of a low-cost 3D sound system for immersive virtual reality training systems;2007;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Heineken, E; Schulte, FP";Seeing size and feeling weight: The size-weight illusion in natural and virtual reality;2007;HUMAN FACTORS;124;53,08
"Durgin, FH; Reed, C; Tigue, C";Step Frequency and Perceived Self-Motion;2007;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Schneider, SM; Hood, LE";Virtual reality: A distraction intervention for chemotherapy;2007;ONCOLOGY NURSING FORUM;91;44,24
"Hoffman, HG; Seibel, EJ; Richards, TL; Furness, TA; Patterson, DR; Sharar, SR";Virtual reality helmet display quality influences the magnitude of virtual reality analgesia;2006;JOURNAL OF PAIN;136;67,39
"Viaud-Delmon, I; Warusfel, O; Seguelas, A; Rio, E; Jouvent, R";High sensitivity to multisensory conflicts in agoraphobia exhibited by virtual reality;2006;EUROPEAN PSYCHIATRY;100;31,16
"Sarlat, L; Warusfel, O; Viaud-Delmon, I";Ventriloquism aftereffects occur in the rear hemisphere;2006;NEUROSCIENCE LETTERS;177;50,75
"Lin, CS; Ho, CW; Chang, KC; Hung, SS; Shei, HJ; Yeh, MS";A novel device for head gesture measurement system in combination with eye-controlled human-machine interface;2006;OPTICS AND LASERS IN ENGINEERING;104;37,15
"Mania, K; Wooldridge, D; Coxon, M; Robinson, A";The effect of visual and interaction fidelity on spatial cognition in immersive virtual environments;2006;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Chevaldonne, M; Ballaz, C; Merienne, F; Neveu, M; Chevassus, N; Guillaume, F; Arbez, C";Field-of-view tests for a virtual cockpit application;2006;JOURNAL OF ELECTRONIC IMAGING;68;41,51
"Pierno, AC; Caria, A; Castiello, U";Crossmodal binding in localizing objects outside the field of view;2006;VISUAL COGNITION;85;40,57
"Mujber, TS; Szecsi, T; Hashmi, MSJ";A new hybrid dynamic modelling approach for process planning;2005;JOURNAL OF MATERIALS PROCESSING TECHNOLOGY;201;33,11
"Ames, SL; Wolffsohn, JS; McBrien, NA";The development of a symptom questionnaire for assessing virtual reality viewing using a head-mounted display;2005;OPTOMETRY AND VISION SCIENCE;102;25,03
"Malkawi, AM; Srinivasan, RS";A new paradigm for Human-Building Interaction: the use of CFD and Augmented Reality;2005;AUTOMATION IN CONSTRUCTION;138;63,82
"Duh, HBL; Parker, DE; Philips, JO; Furness, TA";Conflicting motion cues to the visual and vestibular self-motion systems around 0.06 Hz evoke simulator sickness;2004;HUMAN FACTORS;124;53,08
"Moreno, R; Mayer, RE";Personalized messages that promote science learning in virtual environments;2004;JOURNAL OF EDUCATIONAL PSYCHOLOGY;224;94,67
"Krijn, M; Emmelkamp, PMG; Biemond, R; de Ligny, CD; Schuemie, MJ; van der Mast, CAPG";Treatment of acrophobia in virtual reality: The role of immersion and presence;2004;BEHAVIOUR RESEARCH AND THERAPY;196;64,93
"Suzuki, Y; Onda, Y; Katada, S; Ino, S; Ifukube, T";Effects of an eyeglass-free 3-D display on the human visual system;2004;JAPANESE JOURNAL OF OPHTHALMOLOGY;59;31,05
"Huang, WS; Shing, CY; Fung, CP; Chuang, TY; Jeng, MC; Doong, JL";Assessment of various display devices on a virtual reality-based hand rehabilitation system;2004;ROBOTICA;67;37,95
"Simpson, G; Johnston, L; Richardson, M";An investigation of road crossing in a virtual environment;2003;ACCIDENT ANALYSIS AND PREVENTION;164;54,79
"Baram, Y; Aharon-Peretz, J; Simionovici, Y; Ron, L";Walking on virtual tiles;2002;NEURAL PROCESSING LETTERS;58;43,45
Lin, CS;An eye behavior measuring device for VR system;2002;OPTICS AND LASERS IN ENGINEERING;104;37,15
"Moreno, R; Mayer, RE";Learning science in virtual reality multimedia environments: Role of methods and media;2002;JOURNAL OF EDUCATIONAL PSYCHOLOGY;224;94,67
"Antoniac, P; Pulli, P; Kuroda, T; Bendas, D; Hickey, S; Sasaki, H";Wireless user perspectives in Europe: HandSmart mediaphone interface;2002;WIRELESS PERSONAL COMMUNICATIONS;65;33,32
"Hanna, G; Cuschieri, A";Image display technology and image processing;2001;WORLD JOURNAL OF SURGERY;155;24,05
"Di Girolamo, S; Picciotti, P; Sergi, B; Di Nardo, W; Paludetti, G; Ottaviani, F";Vestibule-ocular reflex modification after virtual environment exposure;2001;ACTA OTO-LARYNGOLOGICA;84;19,38
"Bochenek, GM; Ragusa, JM; Malone, LC";Integrating virtual 3-D display systems into product design reviews: some insights from empirical testing;2001;INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT;61;53,09
"Korves, B; Loftus, M";Designing an immersive virtual reality interface for layout planning;2000;JOURNAL OF MATERIALS PROCESSING TECHNOLOGY;201;33,11
"Viaud-Delmon, I; Ivanenko, YP; Berthoz, A; Jouvent, R";Adaptation as a sensorial profile in trait anxiety: A study with virtual reality;2000;JOURNAL OF ANXIETY DISORDERS;126;60,79
"Hill, KJ; Howarth, PA";Habituation to the side effects of immersion in a virtual environment;2000;DISPLAYS;59;48,71
"Wu, JR; Ouhyoung, M";On latency compensation and its effects on head-motion trajectories in virtual environments;2000;VISUAL COMPUTER;69;46,02
"Wagner, A; Millesi, W; Watzinger, F; Truppe, M; Rasse, M; Enislidis, G; Kermer, C; Ewers, R";Clinical experience with interactive teleconsultation and teleassistance in craniomaxillofacial surgical procedures;1999;JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY;126;22,07
"So, RHY; Chung, GKM; Goonetilleke, RS";Target-directed head movements in a head-coupled virtual environment: Predicting the effects of lags using Fitts' law;1999;HUMAN FACTORS;124;53,08
"Morse, SE; Jiang, BC";Oculomotor function after virtual reality use differentiates symptomatic from asymptomatic individuals;1999;OPTOMETRY AND VISION SCIENCE;102;25,03
Cameron, AA;Visor projected helmet mounted displays technology and applications;1999;MICROPROCESSORS AND MICROSYSTEMS;41;24,32
"Howarth, PA; Finch, M";The nauseogenicity of two methods of navigating within a virtual environment;1999;APPLIED ERGONOMICS;107;49,78
Howarth, PA;Oculomotor changes within virtual environments;1999;APPLIED ERGONOMICS;107;49,78
Nichols, S;Physical ergonomics of virtual environment use;1999;APPLIED ERGONOMICS;107;49,78
"Cobb, SVG; Nichols, SC";Static posture tests for the assessment of postural instability after virtual environment use;1998;BRAIN RESEARCH BULLETIN;135;65,56
"Mon-Williams, M; Plooy, A; Burgess-Limerick, R; Wann, J";Gaze angle: a possible mechanism of visual stress in virtual reality headsets;1998;ERGONOMICS;117;52,48
"Satava, RM; Jones, SB";Current and future applications of virtual reality for medicine;1998;PROCEEDINGS OF THE IEEE;296;137,72
"Howarth, PA; Costello, PJ";The occurrence of virtual simulation sickness symptoms when an HMD was used as a personal viewing system;1997;DISPLAYS;59;48,71
Wilson, JR;Virtual environments and ergonomics: needs and opportunities;1997;ERGONOMICS;117;52,48
"Marran, L; Schor, C";Multiaccommodative stimuli in VR systems: Problems & solutions;1997;HUMAN FACTORS;124;53,08
"Yeh, TP; Vance, JM";Combining MSC/NASTRAN, sensitivity methods, and virtual reality to facilitate interactive design;1997;FINITE ELEMENTS IN ANALYSIS AND DESIGN;81;45,00
"Wagner, A; Rasse, M; Millesi, W; Ewers, R";Virtual reality for orthognathic surgery: The augmented reality environment concept;1997;JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY;126;22,07
"Komachi, Y; Miyazaki, K; Murata, T; Nagata, S; Kani, K";Stereopsis with normal and reversed binocular parallax using a head mounted display in normal and strabismic subjects;1996;ERGONOMICS;117;52,48
"Kawara, T; Ohmi, M; Yoshizawa, T";Effects on visual functions during tasks of object handling in virtual environment with a head mounted display;1996;ERGONOMICS;117;52,48
"Wagner, A; Ploder, O; Enislidis, G; Truppe, M";Image guided surgery;1996;INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY;105;27,00
"FROHLICH, B; GRUNST, G; KRUGER, W; WESCHE, G";THE RESPONSIVE WORKBENCH - A VIRTUAL WORKING ENVIRONMENT FOR PHYSICIANS;1995;COMPUTERS IN BIOLOGY AND MEDICINE;102;57,34
"RU, JR; MING, OY";REDUCING THE LATENCY IN HEAD-MOUNTED DISPLAYS BY A NOVEL PREDICTION METHOD USING GREY SYSTEM-THEORY;1994;COMPUTER GRAPHICS FORUM;121;56,16
"SHAW, C; GREEN, M; LIANG, JD; SUN, YQ";DECOUPLED SIMULATION IN VIRTUAL-REALITY WITH THE MR TOOLKIT;1993;ACM TRANSACTIONS ON INFORMATION SYSTEMS;84;64,02
"FEINER, S; MACINTYRE, B; SELIGMANN, D";KNOWLEDGE-BASED AUGMENTED REALITY;1993;COMMUNICATIONS OF THE ACM;220;11,21
"Ferrari, Vincenzo; Megali, Giuseppe; Troia, Elena; Pietrabissa, Andrea; Mosca, Franco";A 3-D Mixed-Reality System for Stereoscopic Visualization of Medical Dataset.;2009;IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING;210;37,55
"Kim, Gyeonghoon; Kim, Donghyun; Park, Seongwook; Kim, Youchang; Lee, Kyuho; Hong, Injoon; Bong, Kyeongryeol; Yoo, Hoi-Jun";An Augmented Reality Processor with a Congestion-Aware Network-on-Chip Scheduler.;2014;IEEE MICRO;95;7,28
"Zarraonandia, Telmo; Aedo, Ignacio; Díaz, Paloma; Montero Montes, Alvaro";Augmented Presentations: Supporting the Communication in Presentations by Means of Augmented Reality.;2014;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Ong, S. K.; Yuan, M. L.; Nee, A. Y. C.";Augmented reality applications in manufacturing: a survey.;2008;INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;153;61,99
